accelX,accelY,accelZ,gyroX,gyroY,gyroZ
-5.6848893,-3.6801167,18.88805,-1.2094421,7.4074707,-2.2957916
-1.8562033,1.4582639,10.128565,-0.5622864,2.3522491,-0.11785889
0.36329985,1.8185762,7.10306,-2.1287537,2.2388,-0.30747986
-1.5617632,0.38946858,8.595291,-1.3234253,-0.43873596,-0.56900024
-0.9472502,0.102177724,8.737763,-1.0576324,0.25421143,-0.37405396
-1.2309415,-0.5398001,6.663762,-1.0027771,1.4664764,-0.55036926
2.923956,2.0034838,12.465742,-1.2674866,0.9253235,-1.0457153
-3.8915758,3.3133779,10.185169,0.4502411,0.37831116,-0.6084137
-2.8850589,13.287203,16.40138,0.7778168,-1.8661957,0.9266205
-7.59774,-0.04597926,13.371108,0.9530487,-5.1461487,0.8296814
-6.772695,-9.571458,24.489655,3.3568268,0.32984924,1.5141144
8.309101,-7.8300033,13.330387,2.914734,-3.3714142,0.006240845
1.3254364,3.8055606,7.4716024,0.67874146,-4.705124,-0.67393494
-2.4555414,-2.7103376,4.9782586,1.4159088,-2.1309204,2.6773834
-3.2986684,-0.19498122,1.5864592,0.955719,-5.667053,1.3751068
-1.7880423,-3.046553,1.0801938,-0.18518066,-2.9288025,-0.311203
3.133066,-3.5221856,-1.3660501,-2.1031952,0.55888367,0.38067627
21.612041,11.96646,16.79559,0.26382446,0.7287903,0.96284485
10.383841,-2.0015259,16.459366,0.36289978,-1.4448853,1.013977
-6.7629685,-5.234937,2.5679057,-0.002487183,0.9413147,-1.5565033
-8.124712,-2.3851566,10.46518,-1.1758728,5.1789246,-0.8422394
-3.865963,-3.9441955,10.442674,-2.4483337,6.949936,-1.6113586
-3.3604746,-2.509276,15.581255,-0.5953064,3.4372253,-0.9002991
-1.9350657,0.87599254,6.773882,-2.1463318,3.2907562,0.72688293
1.1364131,2.6227112,9.359316,-1.353241,3.2151184,-0.18763733
-2.702391,1.9300239,8.925793,-0.506897,0.14875793,-0.34796143
-0.9983609,0.6979655,7.3119583,-0.5164795,1.028122,-0.123184204
0.15681487,-0.5216021,10.075173,-0.69970703,1.1309204,-0.89711
-0.58358574,2.1734025,10.979042,-1.19133,-0.050445557,-1.2241364
-3.5696578,4.6877837,10.334719,-0.08930969,-0.14047241,-0.40867615
-1.0999699,7.685092,16.233936,0.27500916,-0.9191742,1.6446228
-6.3555956,-1.7931945,12.706895,1.3285522,-4.087799,0.83395386
-5.458765,-7.704762,21.958162,3.2614746,-0.21662903,1.3591309
6.3397,-5.9839087,12.434076,3.1661377,-1.6920319,0.4216919
-0.7617724,2.0092177,9.342609,0.6094971,-1.981247,0.5117035
-3.4926505,-0.29546285,5.7365146,1.5874176,-4.1272125,2.7093506
-2.2095854,-1.3180854,0.3370642,0.6446533,-3.87529,0.27095032
-0.35350478,-4.203477,-0.4439185,-1.1055756,-1.8395691,-0.060333252
6.5028157,0.39810967,-0.18033618,-2.7114563,1.0568848,0.09732056
8.703854,10.036373,28.71932,0.38633728,0.8017578,0.27627563
14.980775,0.47171926,2.7562935,0.47528076,-3.0907135,0.10317993
7.969492,-10.226416,15.349266,-0.13830566,2.830017,-1.4595642
-9.677217,-3.0792327,6.939629,-0.9447174,5.37973,-0.98498535
-4.9275837,-1.5723885,17.791012,-1.2467194,5.486267,-1.7535858
-3.9339557,0.04344815,13.102211,-0.23951721,1.0931091,0.036071777
2.7285676,2.548728,7.4386625,-2.37323,3.2614594,-0.21426392
-1.2850472,-0.49973816,8.728892,-0.8493805,-0.19319153,-0.43104553
-1.0892944,0.46616486,8.8060255,-0.922348,1.0675354,-0.28829956
-0.636917,-0.15789664,7.833477,-0.58891296,1.5250702,-0.72720337
-0.76239574,1.8012031,11.238279,-0.7455139,1.1208038,-1.1724701
-2.9571805,4.5096664,10.524217,-0.32099915,-0.018493652,-0.77726746
-0.9698262,13.897296,14.757347,-0.2826538,-0.10638428,0.32635498
-5.7345066,-0.6787081,13.328942,0.68992615,-4.9639893,1.1695099
-7.0677853,-6.397367,22.449453,2.4598694,-1.7980194,1.2110596
9.945845,-7.989562,17.58499,3.9262085,3.2785034,0.78440857
-0.6556134,-3.3579397,6.4498944,0.7597046,-6.0196686,-0.57592773
-3.130236,-1.1421765,6.1013327,2.0039368,-0.82063293,2.3434296
-2.895481,-0.5591449,2.1615796,1.4153748,-6.201294,1.313324
-1.4649851,-3.2195086,0.7705239,-0.26081848,-2.84198,-0.36340332
1.3604476,-3.3669913,-1.2945797,-1.574295,-0.20544434,0.09199524
26.68697,13.720438,12.074569,-2.0951996,2.1945953,0.72050476
8.497681,-3.201478,27.609406,0.6574402,-1.7293091,1.5460815
-3.685353,-1.5414631,-5.4007173,1.2044525,-1.3037415,-1.9858093
-2.1512384,-5.596809,16.979239,0.077941895,2.6286926,-1.6347961
-4.543818,-3.2898202,9.467467,-1.8970642,7.0410156,-1.0845947
-4.0208426,-1.4716154,17.767323,-1.0368652,4.623932,-1.282196
-2.0519347,1.3654449,7.2660294,-1.1268768,1.7791443,0.502121
1.0782177,1.5148153,8.352906,-1.7186279,2.0140228,-0.5285187
-1.2109481,0.6310449,8.579434,-0.8126221,0.055541992,-0.28297424
-1.5520089,0.8407716,8.19293,-0.46002197,1.1980438,-0.25527954
-0.54654646,-0.24603412,8.519057,-1.0469818,1.6704865,-0.70695496
1.5842373,3.5481439,11.388015,-1.1966553,0.5583496,-1.0686188
-4.2896776,2.3028085,9.758575,0.22654724,-0.50053406,-0.53118896
-0.3375411,14.143925,16.236942,0.00177002,-0.6278229,0.7449951
-7.1466465,-1.8522308,12.173645,0.69366455,-4.9698486,1.1024017
-6.0627384,-7.643442,23.098753,3.3062286,0.40600586,1.3633881
4.7697625,-5.9154453,13.493857,3.5629425,-2.0526123,0.8744354
-0.1868124,0.13153175,8.461367,-0.011550903,-2.5048218,0.39878845
-3.8581746,-1.0616001,6.2220416,1.656662,-2.3066864,3.0646057
-2.5486722,-0.96140003,0.44929513,1.2001953,-5.2223053,1.266983
-2.0813358,-3.2949758,1.4099214,-0.7140808,-2.4510193,-0.3511505
2.3210502,-3.8112676,-0.83432496,-1.8075867,-0.39027405,0.088256836
22.181822,15.769829,10.014313,-1.4672241,1.7961884,-0.059280396
7.886283,1.4642916,30.896324,0.20629883,-1.5807037,1.7554016
-2.0039997,-4.494522,-1.3330106,1.1304169,-2.3018951,-2.505661
-2.000684,-1.8378068,13.344963,-0.12658691,2.3432007,-1.056366
-4.030805,-1.56586,9.836765,-1.4485931,6.0817413,-1.2901917
-3.542235,0.33000174,18.57783,-1.4299469,4.942978,-1.3221436
-0.42417562,1.0723001,8.545698,-0.96868896,1.5740814,-0.14556885
0.8464746,-0.8302996,7.442405,-1.7931976,1.6955109,-0.33198547
-0.6795285,0.45581067,7.790948,-0.74497986,0.44595337,-0.6025543
-1.3305902,1.6802045,10.332415,-0.58039856,1.4435883,-0.48431396
-0.59359735,0.7758405,6.8617783,-0.3449707,2.1807404,-0.660614
-0.82861173,2.4626544,11.169199,-1.3377991,0.5679321,-0.993515
-2.1379669,2.4675841,10.368752,-0.45576477,-1.3106537,-0.69844055
3.1050553,8.727068,14.427259,-0.42965698,1.0238647,1.4470062
-5.82236,0.21424484,12.183107,1.1938019,-3.9376068,0.6789551
-6.092279,-6.653796,19.83878,2.7714539,-0.33488464,1.2515259
8.189009,-5.893485,15.67553,3.7568207,-0.37535095,0.87176514
0.60568905,2.0075257,8.081435,0.13386536,-2.080841,0.6576538
-3.3077118,1.0260177,7.198682,0.95251465,-2.9927063,2.558609
-2.2164755,-0.20255315,2.725295,1.0776825,-5.138153,1.9386292
-0.57466006,-3.9479928,1.2208297,-1.0171509,-2.2358398,-0.2515564
2.2116911,-4.0400715,0.26721042,-1.7601776,-0.32955933,-0.30055237
15.049227,17.965706,18.542616,-0.79185486,-0.7311554,-0.6728668
11.727515,-1.9834824,13.150557,0.5093689,-2.5325165,0.2917328
3.0389698,-5.7762923,-2.7048163,0.09498596,2.1306763,-0.9556885
-9.679165,-4.122411,12.26004,-0.78279114,6.181885,-0.54397583
-4.42162,-3.85214,11.039873,-0.08558655,4.595703,-1.5804749
-2.0784178,2.0547755,14.093478,-0.97880554,2.0566406,-0.42199707
0.2969067,0.29811186,8.166385,-1.6243591,1.5490417,0.07388306
-0.5349756,-0.21668458,8.486647,-1.2195587,0.71920776,-0.45822144
-1.1016216,0.72879875,8.5650015,-0.9037018,0.1977539,-0.48591614
-0.8634856,0.78620327,9.059723,-0.9159546,1.1511688,-0.36340332
-2.004028,-0.49041912,7.532989,-0.69277954,1.6054993,-0.65689087
3.7579238,3.6604466,12.360112,-1.1098328,-0.6235657,-0.8278656
-3.1878643,1.2396092,9.692401,0.51416016,-0.029144287,-0.4587555
-0.9965315,7.3393726,15.299336,0.7288208,-0.25445557,1.8811035
-4.4677577,-0.51991165,12.549164,1.9144592,-3.705902,0.60331726
-5.4116707,-6.241617,18.4719,2.324051,-1.1087952,1.1599274
2.285491,-3.617622,12.848538,3.1277924,-0.9244995,1.0848236
-3.9981523,-1.752483,8.924578,-0.003555298,-1.8347778,1.1034546
-4.0798025,3.8383293,9.117664,0.2313385,-3.1264038,3.4640808
-4.587888,1.0631847,4.1649327,-1.5679016,-4.2087097,2.3056183
-3.985399,-2.1814556,4.348554,-3.26326,-3.3980408,0.7545929
-2.6400325,-2.3437285,4.2735415,-4.5905914,-2.0792542,-0.3692627
3.7454605,13.871936,22.726454,-1.2089081,-8.495865,0.26083374
-9.818663,-10.9339485,2.8306103,-1.4975891,-4.8132477,2.0558014
4.973458,-6.033488,2.7838857,-3.7495575,-2.2779236,-1.3503723
-6.9990807,0.27769542,22.149643,-1.1817322,-1.7229156,1.1002655
2.1480553,-3.7771597,12.539366,-3.598816,-8.61998,0.7604523
-4.802843,1.1946746,6.3211813,-0.1526947,-0.5596466,0.7423401
-5.0883493,1.2129475,11.101664,-1.7047882,-2.0382385,0.5670929
-2.4516413,-2.7805927,5.839587,-2.3822937,-1.330368,0.3663025
-0.9410634,-2.087569,6.4687176,-1.6206207,-0.1159668,0.08932495
-3.499071,-2.855138,11.476645,-0.4696045,-1.3575287,0.55804443
-0.7725103,-0.26979205,8.318024,-2.055252,-1.4012146,0.36470032
0.3160367,6.151206,15.918838,-1.3255463,-1.7207947,-0.61587524
-3.8117785,-0.5139462,7.4023466,0.6329346,1.4254761,-0.22332764
-6.4338284,-0.5400965,10.429471,-0.69970703,-0.2954712,-0.4672699
0.78678846,2.5365105,11.3985615,-2.354599,-1.8848419,-0.6760559
4.968535,9.767021,15.968461,-1.1092987,-1.5082703,-1.1612854
-4.1184363,1.5812137,12.150998,2.4726562,-1.425705,-0.20414734
-6.0667567,-3.6377873,15.598165,1.9698486,-2.9272003,0.5239563
-3.6429482,-2.689571,14.689071,2.5216522,-1.9050751,0.24645996
-1.0125606,-3.415972,11.296327,2.3991547,-1.5274353,0.3401947
-0.72074115,-3.189411,8.039087,1.4931335,-2.203354,-0.2957611
-1.340297,4.6432643,9.652492,2.0321655,-6.5469666,1.5956116
0.6693917,-2.9466772,3.1785328,0.51416016,-2.606018,-0.30429077
0.36288446,-2.9371443,1.2594241,0.15356445,-1.1258392,-0.13703918
1.6774589,-0.4015205,-0.7895793,-0.98838806,0.6148071,0.3327484
21.103216,14.776453,10.651119,-0.7455139,-1.0347595,1.6280975
9.47429,-2.5284777,25.235577,0.6941986,-1.203598,0.111694336
-9.163773,-9.23669,4.183377,0.12214661,0.2403717,0.2816162
10.576597,-6.7337933,8.634253,-0.6677551,3.0484009,-1.3114929
-6.9647017,-4.504481,13.492142,-2.4914856,9.830414,-2.2132416
-4.3307233,-0.74887437,14.919905,-1.4587097,5.0516357,-0.6787262
-2.4922051,0.1732279,6.8289413,0.45877075,0.17910767,0.44778442
-1.6486864,5.138489,9.9384365,-2.0398102,5.137924,-0.8656769
-0.75209713,2.8168511,7.349102,-1.1588287,-0.63261414,-0.12213135
-1.7859334,-0.74449015,8.995068,-0.9393921,-0.24060059,-0.16047668
0.8727734,-2.0938594,9.410836,-0.8105011,2.0241547,-0.50242615
-1.1014004,3.2286065,11.298308,-0.60809326,0.7538147,-1.1927185
-4.917312,5.6868377,10.080323,-0.12818909,-0.21876526,-0.3106842
-1.4569395,7.113745,15.436553,0.42575073,-2.3578186,0.6432648
-6.665927,0.764102,12.631221,1.6151123,-3.8177643,0.77375793
-8.177893,-3.5432448,19.875568,1.9336243,-3.0917816,1.4736328
8.905191,-6.15045,16.590668,4.4822693,0.85289,0.49572754
-3.3013487,-2.2308946,7.61649,0.4268036,-1.7953491,0.8829498
-4.2694945,0.42732167,6.740054,1.4681091,-3.6803436,2.9623413
-3.7247798,-0.34536624,3.2363172,1.2934113,-5.930176,1.4438171
-1.3878257,-4.7007284,0.8175897,-0.6064911,-2.6070862,-0.37139893
2.3159359,-3.0435874,-1.4847704,-1.7404633,-0.48454285,0.040863037
23.983427,18.897318,11.848049,-2.1548615,2.2973938,-0.087509155
7.2433586,-0.03867197,28.842651,0.56689453,-2.0835114,1.9801788
-12.453295,-5.479206,-3.3743696,0.88061523,-0.3577881,-2.0023193
-7.0048046,-5.9527826,11.589332,-0.54577637,4.5664062,-1.405777
-3.1060877,-4.1386323,10.721142,-1.4432678,7.6024017,-1.7871399
-4.084352,-0.24139899,16.263786,-0.78492737,3.2705078,-1.4979095
-3.7777932,1.605319,7.261484,-0.9404602,1.823883,-0.20202637
0.16666675,3.587977,7.5941415,-1.7639008,2.4060516,-0.45343018
-2.1140184,1.2751094,8.798229,-0.8760071,-0.83981323,-0.6297302
-1.9084655,-0.35892847,7.9751153,-1.0917206,0.123184204,-0.2558136
2.8882995,-1.372168,9.517357,-1.2307434,1.3274689,-0.80496216
-3.9919825,1.8031209,11.308536,-0.28904724,0.099746704,-1.185257
-2.177939,8.966003,11.389112,-0.45948792,0.06086731,-0.36021423
-4.178066,3.3839402,15.4005995,0.512558,-4.117096,1.0587158
-8.043867,-2.6798017,15.0061455,1.7573242,-2.9117584,0.77482605
-4.9729033,-9.778961,21.84095,3.2151337,0.07684326,1.5583344
2.3396223,-6.97205,10.743428,3.41008,-3.5684814,-0.00440979
-0.9440417,4.298768,8.194414,0.54878235,-1.9439545,-0.1535492
-3.4060135,-0.78454673,4.8489437,1.4217682,-4.5746307,3.3655548
-3.357786,-0.7393019,2.1087005,1.2183075,-4.1453247,0.19532776
-0.32609272,-4.558175,-0.5779301,-0.73272705,-1.7005463,-0.62013245
3.8781176,-1.1968788,-0.85321796,-1.972702,0.42411804,-0.0209198
14.331324,12.026989,21.078112,0.077941895,0.11785889,0.60917664
8.215339,-1.9574449,12.358064,1.0057831,-2.556488,0.83714294
-4.56602,2.028603,6.5592613,1.2705078,-0.63261414,-0.48698425
0.16326231,-3.8276777,7.439631,0.2270813,1.1410522,-0.8875122
-4.456275,-3.2782793,10.649172,-1.9710999,5.9709473,-1.5282745
-4.837199,-2.3031797,21.221508,-2.098404,6.4061127,-2.4555817
0.55584955,0.83974963,8.510016,-0.69065857,2.4087067,0.3327484
0.057654202,-0.29594827,8.285027,-1.9817505,1.7834015,-0.5775299
-0.7522539,1.1283946,7.3821354,-1.0555115,-0.8802948,-0.58392334
-1.2106702,0.8871958,8.263298,-1.0613708,1.185257,-0.2707367
-2.1374536,-0.610988,6.4161916,-0.79611206,1.4781952,-0.72613525
0.29790807,0.83277273,12.117139,-1.9604492,1.0888519,-1.1245422
-1.2253649,2.8074422,11.357045,-0.1335144,-1.0555267,-0.53012085
0.793684,10.434378,14.973797,-0.2592163,2.670227,1.568985
-7.657116,2.2338324,12.530296,0.7650299,-4.994339,0.98521423
-7.2893763,-3.4805732,19.456522,1.7914124,-1.4880219,1.1551208
0.80195,-9.673895,22.776745,4.0524445,0.7117462,1.6275787
-0.18687677,-7.2100215,8.126707,1.9256439,-2.633194,-0.5753937
-1.1545892,3.145432,8.916414,1.384491,-2.1154633,2.4313202
-2.8755603,0.7857945,2.6248555,1.1405334,-6.394104,2.7588806
-2.1154869,-1.7853403,1.6859564,0.18818665,-3.2830048,-0.3937683
-0.478482,-4.94573,-0.15905347,-0.9202118,-1.2387543,-0.8497009
12.69516,4.114652,0.9497239,-2.3636475,1.3540955,0.26509094
5.2392454,8.716571,35.604683,-0.006225586,-1.791626,1.4842987
18.389982,-2.0448914,6.0227604,0.92056274,-2.4563599,-1.3067017
-6.2245655,-7.4185953,3.6857371,-0.5164795,1.1682129,-0.770874
-9.90294,-4.5543537,5.8986278,-1.5732269,6.6378174,-0.1423645
-6.074943,-4.5092955,20.95735,-1.9226227,8.009338,-2.0310822
-1.4047437,0.68419755,12.374789,-0.4983673,2.1541138,-0.23823547
-0.45393622,-0.15949392,7.9421034,-2.1367493,1.6097565,-0.4363861
-0.24321944,0.01379627,7.6929283,-1.0613708,0.72506714,-0.4449005
-1.4888179,1.4768596,8.476326,-0.94311523,0.4603424,-0.41400146
-2.3827877,0.54103076,7.089823,-1.0150299,1.4531708,-0.5722046
-0.18970525,-0.22054768,10.848038,-1.6600494,1.2614136,-0.7836609
-0.4875741,3.5971189,11.717107,-0.4696045,-0.6464691,-0.833725
-4.750115,7.864041,12.77796,0.23931885,1.5740814,0.9458008
-7.6632795,3.2426083,14.063549,0.5120392,-5.5093994,1.1295624
-6.8023605,-4.5731707,20.8992,2.4188538,-2.1383667,0.9298248
7.8736687,-8.762352,20.153467,4.078537,1.5117645,0.8584442
-2.116831,-4.8959613,7.170617,1.9884949,-3.08432,-0.9120178
-3.6819801,1.4115765,7.9699044,1.7844849,-2.1660614,2.7397003
-3.294899,-0.015825868,1.7438227,1.9490814,-7.1680145,2.3578033
-2.5771823,-2.1520195,1.6960747,-0.16706848,-2.9341278,-0.6084137
0.04465151,-4.541757,-0.57621443,-1.400116,-0.93782043,0.11968994
18.48419,7.9229136,3.74799,-3.039566,2.5615692,0.41423035
6.944052,-0.69959116,41.476357,-0.078125,-1.5551453,2.094162
0.7216575,-5.9670177,-1.5503364,1.2966003,-3.0688782,-1.9842072
2.7288845,-3.7127645,9.942099,-0.24856567,1.8281403,-1.6736908
-7.2887254,-4.8676615,7.328022,-1.7852173,8.012527,-0.92160034
-5.2494936,-0.9590039,20.848991,-1.3148956,5.948578,-0.7463684
-0.14656615,3.2088373,6.2294188,-1.1194153,2.8071136,0.16868591
-0.048292518,1.5142589,7.7779255,-1.8880157,0.8768616,-0.7655487
-0.49462122,-0.57740074,8.222357,-1.3250122,-0.20172119,-0.23025513
-1.3992178,0.76201075,8.540436,-0.9575043,0.8763275,-0.3761902
-1.1094648,-0.22976203,8.123081,-1.0949249,1.3562317,-0.7783356
1.258537,0.87156856,12.04526,-1.38414,1.4995117,-0.9098816
-2.7590556,4.9384713,10.5579605,0.0907135,-0.051513672,-0.4795227
-3.041369,12.465262,14.894591,0.21588135,1.4121552,0.9287567
-7.0722,-0.9626043,12.183665,0.8284149,-5.121643,0.81903076
-6.968169,-6.563459,22.664057,2.8945007,-0.563385,1.170044
6.7528086,-7.9475117,15.46974,3.4809265,-2.745575,0.47122192
-2.0148134,-3.4706268,6.765057,0.7708893,-3.7565155,-0.25527954
-4.091613,-1.0601437,6.981876,1.9709167,-1.7346344,3.1098938
-3.2404852,-0.52243674,2.200352,1.5256348,-6.474533,1.4779053
-2.0993154,-3.2139516,1.4270061,0.02520752,-2.9756622,-0.6206665
1.3744457,-4.4418826,-1.4720575,-1.3473816,-0.69973755,0.2294159
17.808546,10.446529,5.6364727,-2.8701782,2.368225,0.12394714
7.3247275,-0.21719694,38.73922,0.1290741,-1.3399506,1.8230438
6.2470093,1.2867827,-4.3985357,1.1144409,-2.539444,-1.8403931
-1.1227096,-5.3948736,13.773565,0.35011292,2.1466522,-1.488327
-7.4433246,-2.1961443,4.6560707,-1.6786804,5.9848022,-0.7367859
-5.1062274,-3.3178859,21.06217,-2.0648499,6.919037,-1.5453186
0.11742604,1.7981293,9.045287,-0.33592224,2.5040588,-0.080581665
-0.3108616,0.63767755,8.152503,-2.0968018,1.7988434,-0.7474365
-0.4511376,1.1353201,6.942287,-1.1188812,-0.95433044,-0.43743896
-1.4229436,-0.46338597,7.791661,-1.0011749,0.9983063,-0.5519562
-0.7765365,-0.65536773,6.902105,-0.8594971,1.6534424,-0.7905731
-0.33645153,2.3817592,12.877778,-1.0768127,0.89923096,-1.1698151
-1.9773085,6.39026,10.737688,0.075805664,1.171402,-0.118392944
-1.2764745,9.237328,15.494222,0.01828003,-0.9234314,1.3309021
-8.120568,-1.5523381,12.65319,0.9184265,-3.4710236,0.76257324
-5.9213953,-6.0587597,21.299515,2.5386963,-1.7170563,1.5668488
4.826476,-8.7544775,15.926307,3.5927734,-2.0670013,0.4451294
